"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1979","should require an email when only password is entered","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","4611","should open Address details","chrome","2026-08-21","passed","2026-08-21","Profile","profile.spec.ts","",""
"","17349","should remove items and show an empty cart","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","2","should decline a Visa card with do not honor","chrome","2026-08-21","skipped","2026-08-21","Checkout > PayHere card payments","checkout.spec.ts","",""
"","2196","should expose the whatsapp header link","chrome","2026-08-21","passed","2026-08-21","Desktop top bar","top-bar.spec.ts","",""
"","1671","should open Shipping & Delivery from the footer","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","7109","should decrease quantity with the stepper","chrome","2026-08-21","failed","2026-08-21","Individual product","pdp.spec.ts","",""
"","3","should decline a Visa card with insufficient funds","chrome","2026-08-21","skipped","2026-08-21","Checkout > PayHere card payments","checkout.spec.ts","",""
"","4890","should add a reward to the next order queue","chrome","2026-08-21","passed","2026-08-21","Rewards","rewards.spec.ts","",""
"","2586","should load the homepage with title and featured heading","chrome","2026-08-21","passed","2026-08-21","Home page","home.spec.ts","",""
"","2034","should require a password when only email is entered","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","4477","should open Women → Oversized T-Shirts","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","2055","should open Anime theme collection","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","18197","should convert a wishlist item into a cart line via PDP","chrome","2026-08-21","failed","2026-08-21","Wishlist","wishlist.spec.ts","",""
"","4300","should restore the Login link after Logout","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","17345","should keep the cart after abandoning PayHere checkout","chrome","2026-08-21","failed","2026-08-21","PayHere abandon","checkout-advanced.spec.ts","",""
"","2227","should open the first valid product from Men PLP","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","4639","should open Loyalty and show points","chrome","2026-08-21","passed","2026-08-21","Profile","profile.spec.ts","",""
"","1872","should show empty state for JDM theme collection","chrome","2026-08-21","passed","2026-08-21","Theme collection empty states","catalog-edges.spec.ts","",""
"","3277","should open Women → View All Women's","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","2656","should open the cart drawer from the header icon","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","3783","should open Collections → Originals","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","1790","should open Men collection with products","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","2111","should select a specific size from the size matrix","chrome","2026-08-21","passed","2026-08-21","Individual product","pdp.spec.ts","",""
"","6230","should open Account Details","chrome","2026-08-21","passed","2026-08-21","Profile","profile.spec.ts","",""
"","1819","should expose the phone header link","chrome","2026-08-21","passed","2026-08-21","Desktop top bar","top-bar.spec.ts","",""
"","17431","should navigate from empty cart Shop now","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","1650","should open Size guide from the footer","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","2185","should display phone, WhatsApp, and social links","chrome","2026-08-21","passed","2026-08-21","Desktop top bar","top-bar.spec.ts","",""
"","17291","should disable COD for gift orders while keeping card and bank available","chrome","2026-08-21","failed","2026-08-21","Gift checkout","checkout-advanced.spec.ts","",""
"","6706","should stay signed in after reload when Remember me is checked","chrome","2026-08-21","passed","2026-08-21","Remember me","auth.spec.ts","",""
"","3421","should open Collections → Culture","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","3286","should add a product and show it in the wishlist drawer","chrome","2026-08-21","passed","2026-08-21","Wishlist","wishlist.spec.ts","",""
"","3270","should reject a wrong password with an error toast","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","17691","should save account details changes","chrome","2026-08-21","failed","2026-08-21","Profile","profile.spec.ts","",""
"","2274","should show empty state for Originals theme collection","chrome","2026-08-21","passed","2026-08-21","Theme collection empty states","catalog-edges.spec.ts","",""
"","4209","should open Orders from the account menu","chrome","2026-08-21","passed","2026-08-21","Profile","profile.spec.ts","",""
"","1487","should open forgot password from the login form","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","20042","should place a COD order while logged in and show it under Orders","chrome","2026-08-21","failed","2026-08-21","Checkout","checkout.spec.ts","",""
"","8977","should accept a valid newsletter email","chrome","2026-08-21","passed","2026-08-21","Newsletter","home.spec.ts","",""
"","3240","should expose footer TikTok link","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","3336","should remove an item from the wishlist drawer","chrome","2026-08-21","passed","2026-08-21","Wishlist","wishlist.spec.ts","",""
"","17570","should keep place order disabled when billing is incomplete","chrome","2026-08-21","failed","2026-08-21","Checkout","checkout.spec.ts","",""
"","17413","should treat gift message as optional and cap length at 300 characters","chrome","2026-08-21","failed","2026-08-21","Gift checkout","checkout-advanced.spec.ts","",""
"","3947","should keep a session cookie after reload when Remember me is unchecked","chrome","2026-08-21","passed","2026-08-21","Remember me","auth.spec.ts","",""
"","9383","should place a bank transfer gift order with message, notes, and separate shipping","chrome","2026-08-21","passed","2026-08-21","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","3170","should reject an invalid newsletter email","chrome","2026-08-21","passed","2026-08-21","Newsletter","home.spec.ts","",""
"","6963","should expose at least one purchasable size on the sample tee","chrome","2026-08-21","failed","2026-08-21","Color and stock PDP","catalog-edges.spec.ts","",""
"","2551","should show empty state for Culture theme collection","chrome","2026-08-21","passed","2026-08-21","Theme collection empty states","catalog-edges.spec.ts","",""
"","17332","should proceed to checkout from the cart drawer","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","1663","should open FAQs from the footer","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","4749","should show usable points and rewards catalog","chrome","2026-08-21","passed","2026-08-21","Rewards","rewards.spec.ts","",""
"","1856","should expose footer Instagram link","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","21727","should persist cart items for a logged-in customer after reload","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","3590","should toggle show/hide password on the login form","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","1633","should show products on the Anime theme collection","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","7162","should add quantity greater than one to the cart","chrome","2026-08-21","failed","2026-08-21","Individual product","pdp.spec.ts","",""
"","3","should place a successful MasterCard order via PayHere sandbox","chrome","2026-08-21","skipped","2026-08-21","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1614","should link back to login from forgot password","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","18506","should show the cart page with the added line item","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","2032","should expose the facebook header link","chrome","2026-08-21","passed","2026-08-21","Desktop top bar","top-bar.spec.ts","",""
"","6187","should keep wishlist items after login","chrome","2026-08-21","passed","2026-08-21","Wishlist persistence","catalog-edges.spec.ts","",""
"","1737","should show wishlist items on the wishlist page","chrome","2026-08-21","passed","2026-08-21","Wishlist","wishlist.spec.ts","",""
"","1432","should open Exchange promo to return policy","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","2203","should link back to login from the register form","chrome","2026-08-21","passed","2026-08-21","Customer register","auth.spec.ts","",""
"","1","should open Rewards from Redeem Points","chrome","2026-08-21","skipped","2026-08-21","Profile","profile.spec.ts","",""
"","1428","should block checkout when the cart is empty","chrome","2026-08-21","passed","2026-08-21","Checkout","checkout.spec.ts","",""
"","3057","should open Collections → JDM","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","7051","should send a password reset email message","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","1686","should fail to render PDP controls for lowercase product slug","chrome","2026-08-21","passed","2026-08-21","Color and stock PDP","catalog-edges.spec.ts","",""
"","4964","should open order detail from the Orders list","chrome","2026-08-21","passed","2026-08-21","Profile","profile.spec.ts","",""
"","3811","should open Women → Hoodies","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","1347","should display the logo, primary nav, cart, and wishlist","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","8490","should add a product to the cart and show a success toast","chrome","2026-08-21","failed","2026-08-21","Homepage navigation","navigation.spec.ts","",""
"","3291","should reject an invalid email on register","chrome","2026-08-21","passed","2026-08-21","Customer register","auth.spec.ts","",""
"","17435","should persist guest cart items after reload","chrome","2026-08-21","failed","2026-08-21","Guest cart session","checkout-advanced.spec.ts","",""
"","2750","should open the first valid product from Women PLP","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","1574","should require a size before add to cart is available","chrome","2026-08-21","passed","2026-08-21","Individual product","pdp.spec.ts","",""
"","2804","should keep subscribe disabled when email is empty","chrome","2026-08-21","passed","2026-08-21","Newsletter","home.spec.ts","",""
"","3174","should show password rules for a weak password","chrome","2026-08-21","passed","2026-08-21","Customer register","auth.spec.ts","",""
"","1546","should require an email on forgot password","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","1407","should open Originals theme collection","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","1888","should redirect guests from orders to login","chrome","2026-08-21","passed","2026-08-21","Account deep links as guest","profile.spec.ts","",""
"","8407","should save shipping address changes","chrome","2026-08-21","passed","2026-08-21","Profile","profile.spec.ts","",""
"","1679","should open Terms and Conditions from the footer","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","3313","should open Women → Regular T-Shirts","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","3340","should reject an invalid email format with an error toast","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","7391","should increase quantity with the stepper","chrome","2026-08-21","failed","2026-08-21","Individual product","pdp.spec.ts","",""
"","17379","should clear a selected COD payment when the order is marked as a gift","chrome","2026-08-21","failed","2026-08-21","Gift checkout","checkout-advanced.spec.ts","",""
"","17693","should place a COD order as a guest","chrome","2026-08-21","failed","2026-08-21","Checkout","checkout.spec.ts","",""
"","4479","should open Men → Hoodies","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","3599","should open Men → View All Men's","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","3099","should open the account dashboard from the header greeting","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","3027","should open Collections → Kawaii","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","1621","should open Culture theme collection","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","1690","should open Returns from the footer","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","2980","should accept an unmatched search query without leaving the homepage","chrome","2026-08-21","passed","2026-08-21","Product search","search.spec.ts","",""
"","2021","should reject an empty submit","chrome","2026-08-21","passed","2026-08-21","Customer login","auth.spec.ts","",""
"","3914","should show dashboard greeting and email","chrome","2026-08-21","passed","2026-08-21","Profile","profile.spec.ts","",""
"","3884","should open Men → Regular T-Shirts","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","18162","should place a bank transfer order as a guest","chrome","2026-08-21","failed","2026-08-21","Checkout","checkout.spec.ts","",""
"","2978","should open the search overlay and accept a product query","chrome","2026-08-21","passed","2026-08-21","Product search","search.spec.ts","",""
"","2342","should expose the instagram header link","chrome","2026-08-21","passed","2026-08-21","Desktop top bar","top-bar.spec.ts","",""
"","4710","should reject an email that is already registered","chrome","2026-08-21","passed","2026-08-21","Customer register","auth.spec.ts","",""
"","1382","should open JDM theme collection","chrome","2026-08-21","passed","2026-08-21","Categories and products PLP","collections.spec.ts","",""
"","2519","should show the hero carousel with multiple slides","chrome","2026-08-21","passed","2026-08-21","Carousel","home.spec.ts","",""
"","17468","should decrease quantity on the cart page","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","17373","should proceed to checkout from the cart page","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","2093","should add a color-variant product to cart with color and size","chrome","2026-08-21","passed","2026-08-21","Color and stock PDP","catalog-edges.spec.ts","",""
"","0","should logout from the account sidebar","chrome","2026-08-21","skipped","2026-08-21","Profile","profile.spec.ts","",""
"","2883","should navigate to Collections from the top-level nav","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","17326","should merge guest cart into the account after login","chrome","2026-08-21","failed","2026-08-21","Guest cart session","checkout-advanced.spec.ts","",""
"","3553","should open Men → Oversized T-Shirts","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","2674","should open the register page from the login form","chrome","2026-08-21","passed","2026-08-21","Customer register","auth.spec.ts","",""
"","23288","should apply a queued reward on the next checkout","chrome","2026-08-21","failed","2026-08-21","Rewards","rewards.spec.ts","",""
"","17368","should show multiple line items when two products are added","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","1551","should show title, price, and add to cart controls","chrome","2026-08-21","passed","2026-08-21","Individual product","pdp.spec.ts","",""
"","17340","should keep place order disabled for an invalid billing email","chrome","2026-08-21","failed","2026-08-21","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","2474","should show Remember me unchecked by default","chrome","2026-08-21","passed","2026-08-21","Remember me","auth.spec.ts","",""
"","3252","should expose footer WhatsApp link","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","17433","should increase quantity on the cart page","chrome","2026-08-21","failed","2026-08-21","Cart","cart.spec.ts","",""
"","4","should place a successful Amex card order via PayHere sandbox","chrome","2026-08-21","skipped","2026-08-21","Checkout > PayHere card payments","checkout.spec.ts","",""
"","17366","should restore COD after unchecking the gift option","chrome","2026-08-21","failed","2026-08-21","Gift checkout","checkout-advanced.spec.ts","",""
"","2571","should open the wishlist drawer from the header icon","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","3273","should open Collections → Anime","chrome","2026-08-21","passed","2026-08-21","Desktop main navigation","main-nav.spec.ts","",""
"","2689","should add the product to the wishlist from PDP","chrome","2026-08-21","passed","2026-08-21","Individual product","pdp.spec.ts","",""
"","8186","should navigate from homepage to a product and display Add to Cart","chrome","2026-08-21","failed","2026-08-21","Homepage navigation","navigation.spec.ts","",""
"","1921","should expose footer Facebook link","chrome","2026-08-21","passed","2026-08-21","Footer info useful links and social","footer.spec.ts","",""
"","19171","should place a successful Visa card order via PayHere sandbox","chrome","2026-08-21","failed","2026-08-21","Checkout > PayHere card payments","checkout.spec.ts","",""
