"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20125","should place a COD order while logged in and show it under Orders","chrome","2026-08-20","failed","2026-08-20","Checkout","checkout.spec.ts","",""
"","3170","should open Women → View All Women's","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","2578","should reject an invalid newsletter email","chrome","2026-08-20","passed","2026-08-20","Newsletter","home.spec.ts","",""
"","2660","should open the first valid product from Women PLP","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","1299","should open Kawaii theme collection","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","6934","should enable add to cart after selecting a size","chrome","2026-08-20","failed","2026-08-20","Individual product","pdp.spec.ts","",""
"","3931","should open Women → Oversized T-Shirts","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","2847","should reject a wrong password with an error toast","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","2360","should open About us from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","2","should decline a Visa card with insufficient funds","chrome","2026-08-20","skipped","2026-08-20","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1681","should open Terms and Conditions from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","3407","should open Collections → JDM","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","2460","should add a product and show it in the wishlist drawer","chrome","2026-08-20","passed","2026-08-20","Wishlist","wishlist.spec.ts","",""
"","17369","should keep the cart after abandoning PayHere checkout","chrome","2026-08-20","failed","2026-08-20","PayHere abandon","checkout-advanced.spec.ts","",""
"","5701","should keep wishlist items after login","chrome","2026-08-20","passed","2026-08-20","Wishlist persistence","catalog-edges.spec.ts","",""
"","11744","should place a bank transfer gift order with message, notes, and separate shipping","chrome","2026-08-20","passed","2026-08-20","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","17459","should proceed to checkout from the cart page","chrome","2026-08-20","failed","2026-08-20","Cart","cart.spec.ts","",""
"","17335","should decrease quantity on the cart page","chrome","2026-08-20","failed","2026-08-20","Cart","cart.spec.ts","",""
"","1","should logout from the account sidebar","chrome","2026-08-20","skipped","2026-08-20","Profile","profile.spec.ts","",""
"","2","should decline a Visa card with do not honor","chrome","2026-08-20","skipped","2026-08-20","Checkout > PayHere card payments","checkout.spec.ts","",""
"","3385","should open Women → Regular T-Shirts","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","17359","should keep place order disabled when terms are not accepted","chrome","2026-08-20","failed","2026-08-20","Checkout","checkout.spec.ts","",""
"","2703","should navigate to Collections from the top-level nav","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","1618","should open Shipping & Delivery from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","3743","should open Men → Regular T-Shirts","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","3315","should remove an item from the wishlist drawer","chrome","2026-08-20","passed","2026-08-20","Wishlist","wishlist.spec.ts","",""
"","1290","should expose the whatsapp header link","chrome","2026-08-20","passed","2026-08-20","Desktop top bar","top-bar.spec.ts","",""
"","2","should decline a MasterCard when limit is exceeded","chrome","2026-08-20","skipped","2026-08-20","Checkout > PayHere card payments","checkout.spec.ts","",""
"","2142","should open Women collection with products","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","17429","should place a COD order with a separate shipping address","chrome","2026-08-20","failed","2026-08-20","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","1","should open Rewards from Redeem Points","chrome","2026-08-20","skipped","2026-08-20","Profile","profile.spec.ts","",""
"","1493","should open Originals theme collection","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","3182","should show password rules for a weak password","chrome","2026-08-20","passed","2026-08-20","Customer register","auth.spec.ts","",""
"","2141","should show empty state for Culture theme collection","chrome","2026-08-20","passed","2026-08-20","Theme collection empty states","catalog-edges.spec.ts","",""
"","1972","should add a color-variant product to cart with color and size","chrome","2026-08-20","passed","2026-08-20","Color and stock PDP","catalog-edges.spec.ts","",""
"","1623","should allow Remember me to be checked and unchecked","chrome","2026-08-20","passed","2026-08-20","Remember me","auth.spec.ts","",""
"","2048","should link back to login from forgot password","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","4709","should add a reward to the next order queue","chrome","2026-08-20","passed","2026-08-20","Rewards","rewards.spec.ts","",""
"","18640","should show the cart page with the added line item","chrome","2026-08-20","failed","2026-08-20","Cart","cart.spec.ts","",""
"","1819","should expose footer Facebook link","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","17442","should reveal create-account password fields at checkout","chrome","2026-08-20","failed","2026-08-20","Checkout","checkout.spec.ts","",""
"","2317","should load the homepage with title and featured heading","chrome","2026-08-20","passed","2026-08-20","Home page","home.spec.ts","",""
"","2616","should show the hero carousel with multiple slides","chrome","2026-08-20","passed","2026-08-20","Carousel","home.spec.ts","",""
"","2716","should keep subscribe disabled when email is empty","chrome","2026-08-20","passed","2026-08-20","Newsletter","home.spec.ts","",""
"","3957","should open the account dashboard from the header greeting","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","3459","should expose footer TikTok link","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","3605","should toggle show/hide password on the login form","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","1976","should open the register page from the login form","chrome","2026-08-20","passed","2026-08-20","Customer register","auth.spec.ts","",""
"","1454","should expose the instagram header link","chrome","2026-08-20","passed","2026-08-20","Desktop top bar","top-bar.spec.ts","",""
"","2795","should reject an invalid email format with an error toast","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","1383","should open Culture theme collection","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","7433","should add quantity greater than one to the cart","chrome","2026-08-20","failed","2026-08-20","Individual product","pdp.spec.ts","",""
"","2936","should expose footer WhatsApp link","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","4234","should open Women → Hoodies","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","1489","should show title, price, and add to cart controls","chrome","2026-08-20","passed","2026-08-20","Individual product","pdp.spec.ts","",""
"","2094","should expose footer Instagram link","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","1643","should select a specific size from the size matrix","chrome","2026-08-20","passed","2026-08-20","Individual product","pdp.spec.ts","",""
"","2278","should open Men collection with products","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","1494","should open forgot password from the login form","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","5515","should save shipping address changes","chrome","2026-08-20","passed","2026-08-20","Profile","profile.spec.ts","",""
"","3377","should reject an invalid email on register","chrome","2026-08-20","passed","2026-08-20","Customer register","auth.spec.ts","",""
"","17362","should increase quantity on the cart page","chrome","2026-08-20","failed","2026-08-20","Cart","cart.spec.ts","",""
"","1743","should show wishlist items on the wishlist page","chrome","2026-08-20","passed","2026-08-20","Wishlist","wishlist.spec.ts","",""
"","4345","should restore the Login link after Logout","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","1997","should redirect guests from account dashboard to login","chrome","2026-08-20","passed","2026-08-20","Account deep links as guest","profile.spec.ts","",""
"","1576","should open Exchange promo to return policy","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","3490","should open Address details","chrome","2026-08-20","passed","2026-08-20","Profile","profile.spec.ts","",""
"","1479","should return to the homepage when the logo is clicked","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","2092","should open the first valid product from Men PLP","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","1500","should require an email on forgot password","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","18172","should place a COD order as a guest","chrome","2026-08-20","failed","2026-08-20","Checkout","checkout.spec.ts","",""
"","1918","should redirect guests from orders to login","chrome","2026-08-20","passed","2026-08-20","Account deep links as guest","profile.spec.ts","",""
"","1526","should show products on the Anime theme collection","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","3088","should open Men → View All Men's","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","1312","should display the logo, primary nav, cart, and wishlist","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","1674","should fail to render PDP controls for lowercase product slug","chrome","2026-08-20","passed","2026-08-20","Color and stock PDP","catalog-edges.spec.ts","",""
"","3834","should open Men → Oversized T-Shirts","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","3712","should sign in and land on the homepage with Logout in the header","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","1257","should expose the facebook header link","chrome","2026-08-20","passed","2026-08-20","Desktop top bar","top-bar.spec.ts","",""
"","2194","should open the cart drawer from the header icon","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","23586","should apply a queued reward on the next checkout","chrome","2026-08-20","failed","2026-08-20","Rewards","rewards.spec.ts","",""
"","3959","should open Collections → Anime","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","4924","should open Orders from the account menu","chrome","2026-08-20","passed","2026-08-20","Profile","profile.spec.ts","",""
"","2343","should display phone, WhatsApp, and social links","chrome","2026-08-20","passed","2026-08-20","Desktop top bar","top-bar.spec.ts","",""
"","1","should redeem a queued reward when placing a COD order","chrome","2026-08-20","skipped","2026-08-20","Rewards","rewards.spec.ts","",""
"","3","should place a successful Amex card order via PayHere sandbox","chrome","2026-08-20","skipped","2026-08-20","Checkout > PayHere card payments","checkout.spec.ts","",""
"","5991","should stay signed in after reload when Remember me is checked","chrome","2026-08-20","passed","2026-08-20","Remember me","auth.spec.ts","",""
"","17344","should surface create-account checkout schema error until GENKI-BUG-002 is fixed","chrome","2026-08-20","failed","2026-08-20","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","2174","should open Anime theme collection","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","2630","should show Remember me unchecked by default","chrome","2026-08-20","passed","2026-08-20","Remember me","auth.spec.ts","",""
"","8324","should add a product to the cart and show a success toast","chrome","2026-08-20","failed","2026-08-20","Homepage navigation","navigation.spec.ts","",""
"","17483","should treat gift message as optional and cap length at 300 characters","chrome","2026-08-20","failed","2026-08-20","Gift checkout","checkout-advanced.spec.ts","",""
"","17393","should keep place order disabled when billing is incomplete","chrome","2026-08-20","failed","2026-08-20","Checkout","checkout.spec.ts","",""
"","3675","should open Collections → Kawaii","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","4129","should open order detail from the Orders list","chrome","2026-08-20","passed","2026-08-20","Profile","profile.spec.ts","",""
"","2676","should link back to login from the register form","chrome","2026-08-20","passed","2026-08-20","Customer register","auth.spec.ts","",""
"","17377","should load checkout with billing and payment methods","chrome","2026-08-20","failed","2026-08-20","Checkout","checkout.spec.ts","",""
"","1678","should open the login page from the header","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","3744","should open Men → Hoodies","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","1631","should open Returns from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","3134","should navigate to Women from the top-level nav","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","2002","should require an email when only password is entered","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","2109","should expose the phone header link","chrome","2026-08-20","passed","2026-08-20","Desktop top bar","top-bar.spec.ts","",""
"","21628","should persist cart items for a logged-in customer after reload","chrome","2026-08-20","failed","2026-08-20","Cart","cart.spec.ts","",""
"","17370","should restore COD after unchecking the gift option","chrome","2026-08-20","failed","2026-08-20","Gift checkout","checkout-advanced.spec.ts","",""
"","18078","should save account details changes","chrome","2026-08-20","failed","2026-08-20","Profile","profile.spec.ts","",""
"","17537","should keep place order disabled for an invalid billing email","chrome","2026-08-20","failed","2026-08-20","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","1449","should block checkout when the cart is empty","chrome","2026-08-20","passed","2026-08-20","Checkout","checkout.spec.ts","",""
"","7027","should increase quantity with the stepper","chrome","2026-08-20","failed","2026-08-20","Individual product","pdp.spec.ts","",""
"","6980","should decrease quantity with the stepper","chrome","2026-08-20","failed","2026-08-20","Individual product","pdp.spec.ts","",""
"","2006","should reject an empty submit","chrome","2026-08-20","passed","2026-08-20","Customer login","auth.spec.ts","",""
"","3921","should keep a session cookie after reload when Remember me is unchecked","chrome","2026-08-20","passed","2026-08-20","Remember me","auth.spec.ts","",""
"","2593","should add the product to the wishlist from PDP","chrome","2026-08-20","passed","2026-08-20","Individual product","pdp.spec.ts","",""
"","1517","should require a size before add to cart is available","chrome","2026-08-20","passed","2026-08-20","Individual product","pdp.spec.ts","",""
"","3016","should accept an unmatched search query without leaving the homepage","chrome","2026-08-20","passed","2026-08-20","Product search","search.spec.ts","",""
"","19179","should place a successful Visa card order via PayHere sandbox","chrome","2026-08-20","failed","2026-08-20","Checkout > PayHere card payments","checkout.spec.ts","",""
"","4628","should reject an email that is already registered","chrome","2026-08-20","passed","2026-08-20","Customer register","auth.spec.ts","",""
"","2200","should show empty state for Kawaii theme collection","chrome","2026-08-20","passed","2026-08-20","Theme collection empty states","catalog-edges.spec.ts","",""
"","17380","should clear a selected COD payment when the order is marked as a gift","chrome","2026-08-20","failed","2026-08-20","Gift checkout","checkout-advanced.spec.ts","",""
"","2052","should require an email on empty register submit","chrome","2026-08-20","passed","2026-08-20","Customer register","auth.spec.ts","",""
"","7176","should expose at least one purchasable size on the sample tee","chrome","2026-08-20","failed","2026-08-20","Color and stock PDP","catalog-edges.spec.ts","",""
"","17327","should proceed to checkout from the cart drawer","chrome","2026-08-20","failed","2026-08-20","Cart","cart.spec.ts","",""
"","2807","should open the search overlay and accept a product query","chrome","2026-08-20","passed","2026-08-20","Product search","search.spec.ts","",""
"","2502","should show empty state for JDM theme collection","chrome","2026-08-20","passed","2026-08-20","Theme collection empty states","catalog-edges.spec.ts","",""
"","17342","should persist guest cart items after reload","chrome","2026-08-20","failed","2026-08-20","Guest cart session","checkout-advanced.spec.ts","",""
"","4123","should show dashboard greeting and email","chrome","2026-08-20","passed","2026-08-20","Profile","profile.spec.ts","",""
"","1722","should open Privacy Policy from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","1629","should open Size guide from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","7971","should navigate from homepage to a product and display Add to Cart","chrome","2026-08-20","failed","2026-08-20","Homepage navigation","navigation.spec.ts","",""
"","3932","should open Loyalty and show points","chrome","2026-08-20","passed","2026-08-20","Profile","profile.spec.ts","",""
"","5633","should open Account Details","chrome","2026-08-20","passed","2026-08-20","Profile","profile.spec.ts","",""
"","17355","should merge guest cart into the account after login","chrome","2026-08-20","failed","2026-08-20","Guest cart session","checkout-advanced.spec.ts","",""
"","3620","should open Collections → Culture","chrome","2026-08-20","passed","2026-08-20","Desktop main navigation","main-nav.spec.ts","",""
"","2","should decline a Visa card on network error","chrome","2026-08-20","skipped","2026-08-20","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1620","should open Contact from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
"","4980","should show usable points and rewards catalog","chrome","2026-08-20","passed","2026-08-20","Rewards","rewards.spec.ts","",""
"","7403","should register a new account and prompt for email confirmation","chrome","2026-08-20","passed","2026-08-20","Customer register","auth.spec.ts","",""
"","18269","should place a bank transfer order as a guest","chrome","2026-08-20","failed","2026-08-20","Checkout","checkout.spec.ts","",""
"","17420","should show multiple line items when two products are added","chrome","2026-08-20","failed","2026-08-20","Cart","cart.spec.ts","",""
"","1320","should open JDM theme collection","chrome","2026-08-20","passed","2026-08-20","Categories and products PLP","collections.spec.ts","",""
"","1","should recover from a declined card and complete payment with a valid card","chrome","2026-08-20","skipped","2026-08-20","Checkout > PayHere card payments","checkout.spec.ts","",""
"","2029","should show empty state for Originals theme collection","chrome","2026-08-20","passed","2026-08-20","Theme collection empty states","catalog-edges.spec.ts","",""
"","1663","should open FAQs from the footer","chrome","2026-08-20","passed","2026-08-20","Footer info useful links and social","footer.spec.ts","",""
