"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1411","should link back to login from forgot password","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","2411","should open Terms and Conditions from the footer","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","8877","should navigate from homepage to a product and display Add to Cart","chrome","2026-08-18","failed","2026-08-18","Homepage navigation","navigation.spec.ts","",""
"","3131","should show password rules for a weak password","chrome","2026-08-18","passed","2026-08-18","Customer register","auth.spec.ts","",""
"","3222","should change the active slide when next is clicked","chrome","2026-08-18","passed","2026-08-18","Carousel","home.spec.ts","",""
"","2805","should reject an unknown email with an error toast","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","3925","should open Collections → Anime","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","17294","should load checkout with billing and payment methods","chrome","2026-08-18","failed","2026-08-18","Checkout","checkout.spec.ts","",""
"","2965","should keep subscribe disabled when email is empty","chrome","2026-08-18","passed","2026-08-18","Newsletter","home.spec.ts","",""
"","3313","should reject an invalid email format with an error toast","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","17348","should navigate from empty cart Shop now","chrome","2026-08-18","failed","2026-08-18","Cart","cart.spec.ts","",""
"","1305","should open Culture theme collection","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","23935","should apply a queued reward on the next checkout","chrome","2026-08-18","failed","2026-08-18","Rewards","rewards.spec.ts","",""
"","1381","should open Kawaii theme collection","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","3634","should open Women → View All Women's","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","1395","should expose the instagram header link","chrome","2026-08-18","passed","2026-08-18","Desktop top bar","top-bar.spec.ts","",""
"","4155","should open Men → Oversized T-Shirts","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","17335","should place a COD order with a separate shipping address","chrome","2026-08-18","failed","2026-08-18","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","7439","should send a password reset email message","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","10568","should place a bank transfer gift order with message, notes, and separate shipping","chrome","2026-08-18","passed","2026-08-18","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","1525","should show products on the Anime theme collection","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","2318","should open Anime theme collection","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","2080","should add a color-variant product to cart with color and size","chrome","2026-08-18","passed","2026-08-18","Color and stock PDP","catalog-edges.spec.ts","",""
"","2379","should show Remember me unchecked by default","chrome","2026-08-18","passed","2026-08-18","Remember me","auth.spec.ts","",""
"","3284","should reject an invalid email on register","chrome","2026-08-18","passed","2026-08-18","Customer register","auth.spec.ts","",""
"","1552","should expose footer Facebook link","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","17344","should increase quantity on the cart page","chrome","2026-08-18","failed","2026-08-18","Cart","cart.spec.ts","",""
"","2615","should add the product to the wishlist from PDP","chrome","2026-08-18","passed","2026-08-18","Individual product","pdp.spec.ts","",""
"","7009","should decrease quantity with the stepper","chrome","2026-08-18","failed","2026-08-18","Individual product","pdp.spec.ts","",""
"","2563","should navigate to Men from the top-level nav","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","2350","should open the wishlist drawer from the header icon","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","19254","should place a successful Visa card order via PayHere sandbox","chrome","2026-08-18","failed","2026-08-18","Checkout > PayHere card payments","checkout.spec.ts","",""
"","2019","should require an email on empty register submit","chrome","2026-08-18","passed","2026-08-18","Customer register","auth.spec.ts","",""
"","6894","should enable add to cart after selecting a size","chrome","2026-08-18","failed","2026-08-18","Individual product","pdp.spec.ts","",""
"","17328","should show multiple line items when two products are added","chrome","2026-08-18","failed","2026-08-18","Cart","cart.spec.ts","",""
"","1","should recover from a declined card and complete payment with a valid card","chrome","2026-08-18","skipped","2026-08-18","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1275","should display the logo, primary nav, cart, and wishlist","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","1661","should open About us from the footer","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","3372","should remove an item from the wishlist drawer","chrome","2026-08-18","passed","2026-08-18","Wishlist","wishlist.spec.ts","",""
"","4549","should open Women → Oversized T-Shirts","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","1418","should block checkout when the cart is empty","chrome","2026-08-18","passed","2026-08-18","Checkout","checkout.spec.ts","",""
"","2024","should show empty state for JDM theme collection","chrome","2026-08-18","passed","2026-08-18","Theme collection empty states","catalog-edges.spec.ts","",""
"","1477","should require a color before sizes are available","chrome","2026-08-18","passed","2026-08-18","Color and stock PDP","catalog-edges.spec.ts","",""
"","2394","should add a product and show it in the wishlist drawer","chrome","2026-08-18","passed","2026-08-18","Wishlist","wishlist.spec.ts","",""
"","1558","should show empty state for Culture theme collection","chrome","2026-08-18","passed","2026-08-18","Theme collection empty states","catalog-edges.spec.ts","",""
"","2647","should open the register page from the login form","chrome","2026-08-18","passed","2026-08-18","Customer register","auth.spec.ts","",""
"","6920","should expose at least one purchasable size on the sample tee","chrome","2026-08-18","failed","2026-08-18","Color and stock PDP","catalog-edges.spec.ts","",""
"","1498","should require an email on forgot password","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","5361","should add a reward to the next order queue","chrome","2026-08-18","passed","2026-08-18","Rewards","rewards.spec.ts","",""
"","2832","should navigate to Women from the top-level nav","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","4115","should sign in and land on the homepage with Logout in the header","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","3762","should open Address details","chrome","2026-08-18","passed","2026-08-18","Profile","profile.spec.ts","",""
"","17294","should treat gift message as optional and cap length at 300 characters","chrome","2026-08-18","failed","2026-08-18","Gift checkout","checkout-advanced.spec.ts","",""
"","1563","should expose footer TikTok link","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","17635","should place a COD order as a guest","chrome","2026-08-18","failed","2026-08-18","Checkout","checkout.spec.ts","",""
"","1","should decline a Visa card with do not honor","chrome","2026-08-18","skipped","2026-08-18","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1965","should expose the phone header link","chrome","2026-08-18","passed","2026-08-18","Desktop top bar","top-bar.spec.ts","",""
"","10537","should place a bank transfer gift order with an empty gift message","chrome","2026-08-18","passed","2026-08-18","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","17355","should persist guest cart items after reload","chrome","2026-08-18","failed","2026-08-18","Guest cart session","checkout-advanced.spec.ts","",""
"","0","should redeem a queued reward when placing a COD order","chrome","2026-08-18","skipped","2026-08-18","Rewards","rewards.spec.ts","",""
"","17348","should disable COD for gift orders while keeping card and bank available","chrome","2026-08-18","failed","2026-08-18","Gift checkout","checkout-advanced.spec.ts","",""
"","1","should decline a Visa card on network error","chrome","2026-08-18","skipped","2026-08-18","Checkout > PayHere card payments","checkout.spec.ts","",""
"","2922","should accept an unmatched search query without leaving the homepage","chrome","2026-08-18","passed","2026-08-18","Product search","search.spec.ts","",""
"","17376","should keep the cart after abandoning PayHere checkout","chrome","2026-08-18","failed","2026-08-18","PayHere abandon","checkout-advanced.spec.ts","",""
"","7744","should accept a valid newsletter email","chrome","2026-08-18","passed","2026-08-18","Newsletter","home.spec.ts","",""
"","18047","should convert a wishlist item into a cart line via PDP","chrome","2026-08-18","failed","2026-08-18","Wishlist","wishlist.spec.ts","",""
"","17335","should surface create-account checkout schema error until GENKI-BUG-002 is fixed","chrome","2026-08-18","failed","2026-08-18","Checkout advanced flows","checkout-advanced.spec.ts","",""
"","17396","should proceed to checkout from the cart page","chrome","2026-08-18","failed","2026-08-18","Cart","cart.spec.ts","",""
"","17755","should save account details changes","chrome","2026-08-18","failed","2026-08-18","Profile","profile.spec.ts","",""
"","1","should logout from the account sidebar","chrome","2026-08-18","skipped","2026-08-18","Profile","profile.spec.ts","",""
"","6343","should keep wishlist items after login","chrome","2026-08-18","passed","2026-08-18","Wishlist persistence","catalog-edges.spec.ts","",""
"","2603","should open Men collection with products","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","1498","should fail to render PDP controls for lowercase product slug","chrome","2026-08-18","passed","2026-08-18","Color and stock PDP","catalog-edges.spec.ts","",""
"","3349","should open the account dashboard from the header greeting","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","2116","should display phone, WhatsApp, and social links","chrome","2026-08-18","passed","2026-08-18","Desktop top bar","top-bar.spec.ts","",""
"","3244","should open Men → Regular T-Shirts","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","1732","should open the login page from the header","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","1997","should require a password when only email is entered","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","1442","should open forgot password from the login form","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","1557","should show the hero carousel with multiple slides","chrome","2026-08-18","passed","2026-08-18","Carousel","home.spec.ts","",""
"","1618","should open Size guide from the footer","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","1899","should open Privacy Policy from the footer","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","6328","should open Account Details","chrome","2026-08-18","passed","2026-08-18","Profile","profile.spec.ts","",""
"","4517","should open Men → Hoodies","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","2390","should expose the whatsapp header link","chrome","2026-08-18","passed","2026-08-18","Desktop top bar","top-bar.spec.ts","",""
"","17369","should remove items and show an empty cart","chrome","2026-08-18","failed","2026-08-18","Cart","cart.spec.ts","",""
"","1775","should show title, price, and add to cart controls","chrome","2026-08-18","passed","2026-08-18","Individual product","pdp.spec.ts","",""
"","5294","should open Orders from the account menu","chrome","2026-08-18","passed","2026-08-18","Profile","profile.spec.ts","",""
"","1401","should return to the homepage when the logo is clicked","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","4616","should open Loyalty and show points","chrome","2026-08-18","passed","2026-08-18","Profile","profile.spec.ts","",""
"","1350","should open JDM theme collection","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","4881","should restore the Login link after Logout","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","1","should open Rewards from Redeem Points","chrome","2026-08-18","skipped","2026-08-18","Profile","profile.spec.ts","",""
"","1848","should show wishlist items on the wishlist page","chrome","2026-08-18","passed","2026-08-18","Wishlist","wishlist.spec.ts","",""
"","1476","should open Exchange promo to return policy","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","17340","should merge guest cart into the account after login","chrome","2026-08-18","failed","2026-08-18","Guest cart session","checkout-advanced.spec.ts","",""
"","17382","should restore COD after unchecking the gift option","chrome","2026-08-18","failed","2026-08-18","Gift checkout","checkout-advanced.spec.ts","",""
"","17373","should keep place order disabled when billing is incomplete","chrome","2026-08-18","failed","2026-08-18","Checkout","checkout.spec.ts","",""
"","3634","should open Collections → JDM","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","8586","should add a product to the cart and show a success toast","chrome","2026-08-18","failed","2026-08-18","Homepage navigation","navigation.spec.ts","",""
"","2129","should require a size before add to cart is available","chrome","2026-08-18","passed","2026-08-18","Individual product","pdp.spec.ts","",""
"","2664","should navigate to Collections from the top-level nav","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","4331","should show dashboard greeting and email","chrome","2026-08-18","passed","2026-08-18","Profile","profile.spec.ts","",""
"","2068","should redirect guests from account dashboard to login","chrome","2026-08-18","passed","2026-08-18","Account deep links as guest","profile.spec.ts","",""
"","3725","should open Women → Hoodies","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","3565","should toggle show/hide password on the login form","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","1908","should require an email when only password is entered","chrome","2026-08-18","passed","2026-08-18","Customer login","auth.spec.ts","",""
"","1509","should expose footer WhatsApp link","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","5237","should open order detail from the Orders list","chrome","2026-08-18","passed","2026-08-18","Profile","profile.spec.ts","",""
"","4580","should reject an email that is already registered","chrome","2026-08-18","passed","2026-08-18","Customer register","auth.spec.ts","",""
"","2165","should expose the facebook header link","chrome","2026-08-18","passed","2026-08-18","Desktop top bar","top-bar.spec.ts","",""
"","1578","should allow Remember me to be checked and unchecked","chrome","2026-08-18","passed","2026-08-18","Remember me","auth.spec.ts","",""
"","2","should decline a Visa card with insufficient funds","chrome","2026-08-18","skipped","2026-08-18","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1641","should open Contact from the footer","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","3709","should open Collections → Originals","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","21014","should place a COD order while logged in and show it under Orders","chrome","2026-08-18","failed","2026-08-18","Checkout","checkout.spec.ts","",""
"","1778","should open the first valid product from Women PLP","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","2527","should open Women collection with products","chrome","2026-08-18","passed","2026-08-18","Categories and products PLP","collections.spec.ts","",""
"","3908","should open Collections → Culture","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","21723","should persist cart items for a logged-in customer after reload","chrome","2026-08-18","failed","2026-08-18","Cart","cart.spec.ts","",""
"","3956","should open Collections → Kawaii","chrome","2026-08-18","passed","2026-08-18","Desktop main navigation","main-nav.spec.ts","",""
"","1672","should open FAQs from the footer","chrome","2026-08-18","passed","2026-08-18","Footer info useful links and social","footer.spec.ts","",""
"","17342","should clear a selected COD payment when the order is marked as a gift","chrome","2026-08-18","failed","2026-08-18","Gift checkout","checkout-advanced.spec.ts","",""
