"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17605","should convert a wishlist item into a cart line via PDP","chrome","2026-08-16","failed","2026-08-16","Wishlist","wishlist.spec.ts","",""
"","7813","should navigate from homepage to a product and display Add to Cart","chrome","2026-08-16","failed","2026-08-16","Homepage navigation","navigation.spec.ts","",""
"","16929","should reveal create-account password fields at checkout","chrome","2026-08-16","failed","2026-08-16","Checkout","checkout.spec.ts","",""
"","16915","should keep the cart after abandoning PayHere checkout","chrome","2026-08-16","failed","2026-08-16","PayHere abandon","checkout-advanced.spec.ts","",""
"","6561","should open Rewards from Redeem Points","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","1749","should select a specific size from the size matrix","chrome","2026-08-16","passed","2026-08-16","Individual product","pdp.spec.ts","",""
"","4638","should logout from the account sidebar","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","2965","should open Collections → JDM","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","3637","should open Women → Hoodies","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","17080","should proceed to checkout from the cart page","chrome","2026-08-16","failed","2026-08-16","Cart","cart.spec.ts","",""
"","1525","should open Contact from the footer","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","7284","should expose at least one purchasable size on the sample tee","chrome","2026-08-16","failed","2026-08-16","Color and stock PDP","catalog-edges.spec.ts","",""
"","4049","should keep a session cookie after reload when Remember me is unchecked","chrome","2026-08-16","passed","2026-08-16","Remember me","auth.spec.ts","",""
"","1431","should open forgot password from the login form","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","4282","should reject an email that is already registered","chrome","2026-08-16","passed","2026-08-16","Customer register","auth.spec.ts","",""
"","3989","should remove an item from the wishlist drawer","chrome","2026-08-16","passed","2026-08-16","Wishlist","wishlist.spec.ts","",""
"","3351","should open Men → View All Men's","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","6645","should decrease quantity with the stepper","chrome","2026-08-16","failed","2026-08-16","Individual product","pdp.spec.ts","",""
"","1695","should open Privacy Policy from the footer","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","16940","should keep place order disabled when billing is incomplete","chrome","2026-08-16","failed","2026-08-16","Checkout","checkout.spec.ts","",""
"","1770","should show password rules when password is missing","chrome","2026-08-16","passed","2026-08-16","Customer register","auth.spec.ts","",""
"","1294","should open JDM theme collection","chrome","2026-08-16","passed","2026-08-16","Categories and products PLP","collections.spec.ts","",""
"","17076","should navigate from empty cart Shop now","chrome","2026-08-16","failed","2026-08-16","Cart","cart.spec.ts","",""
"","1461","should expose footer Facebook link","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","1564","should open FAQs from the footer","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","3377","should toggle show/hide password on the login form","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","2038","should show Remember me unchecked by default","chrome","2026-08-16","passed","2026-08-16","Remember me","auth.spec.ts","",""
"","1154","should open Kawaii theme collection","chrome","2026-08-16","passed","2026-08-16","Categories and products PLP","collections.spec.ts","",""
"","3553","should show dashboard greeting and email","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","1604","should expose the facebook header link","chrome","2026-08-16","passed","2026-08-16","Desktop top bar","top-bar.spec.ts","",""
"","3015","should open Collections → Anime","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1","should apply a queued reward on the next checkout","chrome","2026-08-16","skipped","2026-08-16","Rewards","rewards.spec.ts","",""
"","1941","should reject an empty submit","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","4","should decline a Visa card on network error","chrome","2026-08-16","skipped","2026-08-16","Checkout > PayHere card payments","checkout.spec.ts","",""
"","17572","should place a bank transfer order as a guest","chrome","2026-08-16","failed","2026-08-16","Checkout","checkout.spec.ts","",""
"","2670","should open Men collection with products","chrome","2026-08-16","passed","2026-08-16","Categories and products PLP","collections.spec.ts","",""
"","1413","should expose footer TikTok link","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","4026","should open Men → Hoodies","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","3105","should show password rules for a weak password","chrome","2026-08-16","passed","2026-08-16","Customer register","auth.spec.ts","",""
"","9573","should place a bank transfer gift order with an empty gift message","chrome","2026-08-16","passed","2026-08-16","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","6793","should increase quantity with the stepper","chrome","2026-08-16","failed","2026-08-16","Individual product","pdp.spec.ts","",""
"","3321","should sign in and land on the homepage with Logout in the header","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","17137","should load checkout with billing and payment methods","chrome","2026-08-16","failed","2026-08-16","Checkout","checkout.spec.ts","",""
"","16893","should clear a selected COD payment when the order is marked as a gift","chrome","2026-08-16","failed","2026-08-16","Gift checkout","checkout-advanced.spec.ts","",""
"","1296","should return to the homepage when the logo is clicked","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1204","should show empty state for Kawaii theme collection","chrome","2026-08-16","passed","2026-08-16","Theme collection empty states","catalog-edges.spec.ts","",""
"","4679","should open Orders from the account menu","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","1470","should require a size before add to cart is available","chrome","2026-08-16","passed","2026-08-16","Individual product","pdp.spec.ts","",""
"","2663","should change the active slide when next is clicked","chrome","2026-08-16","passed","2026-08-16","Carousel","home.spec.ts","",""
"","4300","should start PayHere for a gift order paid by card","chrome","2026-08-16","passed","2026-08-16","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","17175","should place a COD order as a guest","chrome","2026-08-16","failed","2026-08-16","Checkout","checkout.spec.ts","",""
"","1502","should open Shipping & Delivery from the footer","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","3333","should open Women → Oversized T-Shirts","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1282","should display the logo, primary nav, cart, and wishlist","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","2169","should open the wishlist drawer from the header icon","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1239","should block checkout when the cart is empty","chrome","2026-08-16","passed","2026-08-16","Checkout","checkout.spec.ts","",""
"","2584","should open Collections → Originals","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1305","should require an email on forgot password","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","17031","should decrease quantity on the cart page","chrome","2026-08-16","failed","2026-08-16","Cart","cart.spec.ts","",""
"","7617","should register a new account and prompt for email confirmation","chrome","2026-08-16","passed","2026-08-16","Customer register","auth.spec.ts","",""
"","2002","should link back to login from forgot password","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","2570","should reject a wrong password with an error toast","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","3497","should open Women → Regular T-Shirts","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","7273","should stay signed in after reload when Remember me is checked","chrome","2026-08-16","passed","2026-08-16","Remember me","auth.spec.ts","",""
"","6980","should add quantity greater than one to the cart","chrome","2026-08-16","failed","2026-08-16","Individual product","pdp.spec.ts","",""
"","1647","should open About us from the footer","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","1459","should expose footer Instagram link","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","1524","should expose footer WhatsApp link","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","3173","should open Collections → Culture","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","16931","should treat gift message as optional and cap length at 300 characters","chrome","2026-08-16","failed","2026-08-16","Gift checkout","checkout-advanced.spec.ts","",""
"","1370","should fail to render PDP controls for lowercase product slug","chrome","2026-08-16","passed","2026-08-16","Color and stock PDP","catalog-edges.spec.ts","",""
"","2939","should show the cart page with the added line item","chrome","2026-08-16","passed","2026-08-16","Cart","cart.spec.ts","",""
"","1767","should link back to login from the register form","chrome","2026-08-16","passed","2026-08-16","Customer register","auth.spec.ts","",""
"","16913","should merge guest cart into the account after login","chrome","2026-08-16","failed","2026-08-16","Guest cart session","checkout-advanced.spec.ts","",""
"","2111","should open the cart drawer from the header icon","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1836","should redirect guests from orders to login","chrome","2026-08-16","passed","2026-08-16","Account deep links as guest","profile.spec.ts","",""
"","1420","should open the login page from the header","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","3945","should open Account Details","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","1639","should open Culture theme collection","chrome","2026-08-16","passed","2026-08-16","Categories and products PLP","collections.spec.ts","",""
"","17110","should show multiple line items when two products are added","chrome","2026-08-16","failed","2026-08-16","Cart","cart.spec.ts","",""
"","17283","should disable COD for gift orders while keeping card and bank available","chrome","2026-08-16","failed","2026-08-16","Gift checkout","checkout-advanced.spec.ts","",""
"","3184","should reject an invalid email format with an error toast","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","1863","should show empty state for JDM theme collection","chrome","2026-08-16","passed","2026-08-16","Theme collection empty states","catalog-edges.spec.ts","",""
"","1554","should open the first valid product from Women PLP","chrome","2026-08-16","passed","2026-08-16","Categories and products PLP","collections.spec.ts","",""
"","7881","should add a product to the cart and show a success toast","chrome","2026-08-16","failed","2026-08-16","Homepage navigation","navigation.spec.ts","",""
"","1855","should show empty state for Originals theme collection","chrome","2026-08-16","passed","2026-08-16","Theme collection empty states","catalog-edges.spec.ts","",""
"","2331","should keep subscribe disabled when email is empty","chrome","2026-08-16","passed","2026-08-16","Newsletter","home.spec.ts","",""
"","4471","should keep wishlist items after login","chrome","2026-08-16","passed","2026-08-16","Wishlist persistence","catalog-edges.spec.ts","",""
"","1462","should show title, price, and add to cart controls","chrome","2026-08-16","passed","2026-08-16","Individual product","pdp.spec.ts","",""
"","18410","should place a successful Visa card order via PayHere sandbox","chrome","2026-08-16","failed","2026-08-16","Checkout > PayHere card payments","checkout.spec.ts","",""
"","16908","should keep place order disabled when terms are not accepted","chrome","2026-08-16","failed","2026-08-16","Checkout","checkout.spec.ts","",""
"","20141","should place a COD order while logged in and show it under Orders","chrome","2026-08-16","failed","2026-08-16","Checkout","checkout.spec.ts","",""
"","1877","should add a color-variant product to cart with color and size","chrome","2026-08-16","passed","2026-08-16","Color and stock PDP","catalog-edges.spec.ts","",""
"","6575","should enable add to cart after selecting a size","chrome","2026-08-16","failed","2026-08-16","Individual product","pdp.spec.ts","",""
"","3110","should open the account dashboard from the header greeting","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","3125","should open Men → Regular T-Shirts","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1710","should require an email when only password is entered","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","4979","should open Address details","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","3354","should open Men → Oversized T-Shirts","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","7297","should save account details changes","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","1626","should navigate to Men from the top-level nav","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","1787","should expose the phone header link","chrome","2026-08-16","passed","2026-08-16","Desktop top bar","top-bar.spec.ts","",""
"","2111","should allow Remember me to be checked and unchecked","chrome","2026-08-16","passed","2026-08-16","Remember me","auth.spec.ts","",""
"","17013","should restore COD after unchecking the gift option","chrome","2026-08-16","failed","2026-08-16","Gift checkout","checkout-advanced.spec.ts","",""
"","2183","should show wishlist items on the wishlist page","chrome","2026-08-16","passed","2026-08-16","Wishlist","wishlist.spec.ts","",""
"","7","should place a successful Amex card order via PayHere sandbox","chrome","2026-08-16","skipped","2026-08-16","Checkout > PayHere card payments","checkout.spec.ts","",""
"","5109","should save shipping address changes","chrome","2026-08-16","passed","2026-08-16","Profile","profile.spec.ts","",""
"","1351","should show products on the Anime theme collection","chrome","2026-08-16","passed","2026-08-16","Categories and products PLP","collections.spec.ts","",""
"","10","should place a successful MasterCard order via PayHere sandbox","chrome","2026-08-16","skipped","2026-08-16","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1","should add a reward to the next order queue","chrome","2026-08-16","skipped","2026-08-16","Rewards","rewards.spec.ts","",""
"","11900","should place a bank transfer gift order with message, notes, and separate shipping","chrome","2026-08-16","passed","2026-08-16","Gift checkout > Gift order placement","checkout-advanced.spec.ts","",""
"","3683","should reject an invalid email on register","chrome","2026-08-16","passed","2026-08-16","Customer register","auth.spec.ts","",""
"","2816","should add a product and show it in the wishlist drawer","chrome","2026-08-16","passed","2026-08-16","Wishlist","wishlist.spec.ts","",""
"","3032","should open Women → View All Women's","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
"","7","should decline a Visa card with insufficient funds","chrome","2026-08-16","skipped","2026-08-16","Checkout > PayHere card payments","checkout.spec.ts","",""
"","1505","should open the register page from the login form","chrome","2026-08-16","passed","2026-08-16","Customer register","auth.spec.ts","",""
"","7","should decline a MasterCard when limit is exceeded","chrome","2026-08-16","skipped","2026-08-16","Checkout > PayHere card payments","checkout.spec.ts","",""
"","6700","should send a password reset email message","chrome","2026-08-16","passed","2026-08-16","Customer login","auth.spec.ts","",""
"","1365","should open Size guide from the footer","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","2356","should add the product to the wishlist from PDP","chrome","2026-08-16","passed","2026-08-16","Individual product","pdp.spec.ts","",""
"","2467","should open Terms and Conditions from the footer","chrome","2026-08-16","passed","2026-08-16","Footer info useful links and social","footer.spec.ts","",""
"","2282","should navigate to Women from the top-level nav","chrome","2026-08-16","passed","2026-08-16","Desktop main navigation","main-nav.spec.ts","",""
